ProteinIndex,Hydropathy,FCR,IDR,LCR,Pscore,PLAAC,catGRANULE,Score
A0A3P5Y694,0.434867725,0.29047619,0.047619048,0,-0.88,-0.325,0.0952521,1
A0A2K3DHT4,0.453407683,0.189591078,0,0.213754647,4.52,0,2.24761,1
A0A3P5Z603,0.448155511,0.206759443,0.119284294,0.224652087,3.15,-0.022,1.34131,1
A0A0P0VSX2,0.435177404,0.178571429,0.207983193,0.155462185,1.31,0.194,0.385207,1
P0C503,0.464382429,0.242790698,0,0.013953488,1.05,-0.25,1.16887,1
A0A3B6BYK5,0.454444444,0.294117647,0.088235294,0,0.85,-0.376,0.396021,1
A0A2K1KI54,0.424069797,0.247113164,0.073903002,0.07852194,4.23,-0.142,1.1054,1
A0A8D9GGM9,0.44849537,0.328125,0.203125,0.098958333,-1.71,-0.531,-0.155612,1
B4FNJ8,0.488076588,0.203655352,0,0,1.7,-0.27,1.0244,1
A0A0P0W490,0.447271146,0.285714286,0.019569472,0.152641879,2.04,-0.285,1.37313,1
A8J585,0.329835391,0.310185185,0.953703704,0.606481481,7.22,0.007,2.2376,1
A0A1D6JMZ3,0.421792115,0.367741935,0.638709677,0.077419355,-2.13,-0.605,-0.0623851,1
F4J4R5,0.450485732,0.24863388,0,0.032786885,0.49,-0.313,0.912679,1
Q0D6I0,0.368401903,0.35138539,0.510075567,0.100755668,1.67,-0.265,1.40137,1
Q0WL56,0.463870329,0.269487751,0.04454343,0.033407572,-0.13,-0.201,0.994797,1
A0A804PN75,0.434460548,0.18115942,0.014492754,0.152173913,2.16,-0.067,0.61552,1
A0A3Q7J5X8,0.479124579,0.075757576,0,0.312121212,4.7,0.254,-0.375536,1
A0A7I4B348,0.434360871,0.212083847,0.020961776,0.029593095,3.09,0.194,1.11583,1
B6TY54,0.379179647,0.214953271,0.556074766,0.140186916,2.32,0.018,0.79472,1
P46525,0.377948281,0.145780051,0.094629156,0.746803069,7.12,0.15,4.34891,1
A0A7I4EA07,0.451433333,0.222,0,0.065,2.19,-0.095,1.0334,1
A0A3B5YSY3,0.452490695,0.219529579,0.228795438,0.217391304,4.13,0.099,0.454175,1
A0A804QXM8,0.496779388,0.197101449,0,0.066666667,1.61,-0.26,0.808034,1
A0A2K1JRL1,0.464464464,0.249249249,0.021021021,0,-1.18,-0.345,0.65203,1
A0A2K3D464,0.472200772,0.21042471,0.25,0.341698842,8.4,0.237,1.73956,1
A0A2K1L6R6,0.477954145,0.193650794,0,0.053968254,1.21,-0.074,0.49369,1
A0A3B6NMP3,0.438307764,0.276150628,0,0,2.16,-0.206,0.574273,1
Q27GK7,0.46287812,0.202643172,0.029955947,0.04845815,3,-0.069,1.07582,1
A0A3B6JCT6,0.352410901,0.339622642,0.380503145,0.474842767,8.08,-0.081,4.31755,1
A0A804P654,0.463145232,0.181102362,0.181102362,0.12992126,2.24,-0.055,0.563868,1
A8J7S1,0.504582549,0.149717514,0,0.06779661,1.37,-0.187,0.958108,1
A0A3P5YAW5,0.431216931,0.25170068,0.174603175,0.106575964,1.54,-0.004,0.887179,1
A0A7I4CHE1,0.363015722,0.341880342,0.447293447,0.364672365,4.46,0.536,1.33853,1
Q5ZEA2,0.416241651,0.24863388,0,0.243169399,2.68,-0.211,0.0685763,1
A0A3P6CR93,0.43909465,0.314814815,0,0.203703704,-1.27,-0.52,-0.375438,1
A0A2K1JCQ3,0.503551198,0.178431373,0,0.094117647,1.07,-0.167,0.918429,1
A0A3Q7H9Q0,0.411413267,0.306551298,0.464771323,0.113720643,3.55,-0.161,1.49131,1
B4FY71,0.451736111,0.184375,0,0,0.35,-0.231,0.227488,1
A0A3B6GTG2,0.45497076,0.250877193,0.029824561,0.126315789,1.29,-0.159,1.16539,1
A0A3B6EKY0,0.430484784,0.141719745,0,0.359872611,3.72,0.221,1.5461,1
A0A3Q7IN20,0.351380471,0.36969697,1,0.157575758,2.81,-0.4,0.340986,1
A0A0N7KTZ2,0.401622971,0.303370787,0.196629213,0.129213483,-0.31,-0.264,0.529563,1
A0A2K1IB39,0.496619273,0.220853081,0,0.044549763,3.64,-0.202,0.838107,1
A0A3Q7G2L0,0.429581056,0.327868852,0.180327869,0.163934426,0.98,-0.462,0.161509,1
Q8L850,0.44993865,0.252760736,0,0.014723926,3.21,-0.137,1.54465,1
A0A3B5ZYQ5,NA,0.203883495,0.073354908,0.245954693,NA,0.44,1.70942,1
A0A2K3DRK8,0.455974617,0.151939655,0.120689655,0.209051724,5.73,0.101,0.669003,1
A0A3Q7HKH7,0.420152505,0.267156863,0.056372549,0.203431373,4.06,0.006,1.14061,1
A0A3B6QEL3,0.443737663,0.312320917,0.042979943,0.039541547,1.83,-0.271,0.761282,1
A0A3B6FHI3,0.440377778,0.265,0.092,0.057,2.5,-0.258,1.05965,1
A0A1D6KLR3,0.455844692,0.189591078,0.07063197,0.243494424,3.58,-0.064,1.05213,1
A0A3B6IWR7,0.440782828,0.172348485,0.270833333,0.363636364,1.49,0.082,0.213341,1
A0A8D9DKT0,0.445813518,0.274967575,0,0.094682231,0.88,-0.242,1.08144,1
A0A8D9H176,0.398868778,0.350678733,0.57239819,0.147058824,-0.02,-0.24,0.328604,1
A0A2K1KCH5,0.521037037,0.157333333,0,0.136,4.2,-0.239,1.19894,1
O65514,0.425791855,0.162895928,0.402714932,0.529411765,8.17,0.331,7.33503,1
F4KBB9,0.442803563,0.286919831,0.025316456,0.156118143,0.07,-0.425,0.891786,1
A0A3B6AYE9,0.443177189,0.217922607,0.087576375,0.370672098,8.89,0.065,1.07783,1
A0A3B6PRN9,0.471399711,0.197402597,0,0.031168831,1.14,-0.237,1.02391,1
A0A804MBC1,0.508939683,0.182857143,0.045714286,0.106285714,1.36,-0.203,0.722534,1
A0A2K3CQ22,0.427220864,0.334963325,0.15403423,0.180929095,-0.77,-0.242,1.09193,1
Q8GVH2,0.474473107,0.213960546,0,0.048558422,1.93,-0.163,1.0792,1
A0A3B6RDF1,0.426432342,0.245654693,0.261877173,0.186558517,4.25,0.082,0.787108,1
A9RTV8,0.468788746,0.229613734,0,0.103004292,2.37,-0.207,1.16313,1
A0A3B6HQL7,0.432084894,0.216292135,0.741573034,0.452247191,5.66,0.024,1.15681,1
Q9LTQ4,0.467733333,0.197333333,0,0,0.33,-0.249,0.686204,1
Q9LS95,0.396857143,0.178571429,0.184285714,0.417142857,8.96,1.043,2.2598,1
Q8GUG7,0.423417271,0.303457106,0,0.152368758,2.33,-0.251,1.3333,1
O22845,0.447855297,0.279069767,0,0.08372093,-0.83,-0.385,0.670146,1
A0A0P0W6X5,0.436046844,0.303341902,0.138817481,0.267352185,0.76,-0.353,1.15916,1
A0A8D9HQ29,0.407390181,0.36744186,0.181395349,0,-0.56,-0.5,0.0350559,1
P37398,0.439309185,0.198074278,0.160935351,0.28610729,4.06,0.062,1.37571,1
A0A1D6KZQ9,0.447394016,0.294005709,0,0.029495718,1.1,-0.357,0.986368,1
A0A3Q7G9V8,0.477743799,0.220183486,0,0,-0.9,-0.298,0.523682,1
A0A7I4AM22,0.451760336,0.219476744,0,0.05377907,1.21,-0.052,0.65631,1
A0A3Q7GXL3,0.378562802,0.383152174,0.184782609,0.092391304,4,-0.319,0.312693,1
A0A2K3CXD7,0.46310361,0.171589311,0.075949367,0.41209564,6.29,0.224,2.43815,1
Q53MH7,0.417840083,0.224299065,0.125233645,0.05046729,2.8,0.061,0.998652,1
A0A3P6BEG6,0.4592,0.230545455,0,0.007272727,2.19,-0.054,0.768714,1
A0A2K3CXS1,0.43817292,0.203915171,0.088091354,0.337683524,4.11,0.006,1.52753,1
P12154,0.523716526,0.121171771,0,0.010652463,0.71,-0.166,0.637933,1
A0A3B6LPX5,0.417437642,0.284693878,0.121428571,0.098979592,0.87,-0.057,1.20866,1
A0A804MWM4,0.534054834,0.155844156,0,0,-0.31,-0.355,0.760628,1
A0A3Q7G188,0.409178744,0.335038363,0.196930946,0.046035806,-0.44,-0.383,0.631464,1
A0A1D6MC84,0.482741348,0.25,0,0,0.45,-0.375,1.04601,1
A0A1D6L8W1,0.374347222,0.3375,0.9425,0.315,3.12,-0.174,1.00016,1
A0A1D6GH80,0.427876281,0.292553191,0.182624113,0.109929078,0.91,-0.332,0.945627,1
A0A3B6KHH8,0.411548987,0.21182266,0.467980296,0.522167488,4.1,0.023,1.45974,1
A0A1D6JP61,0.444754935,0.220558882,0.061876248,0.114770459,2.27,0.13,1.01646,1
A0A3B6TRY8,0.39846289,0.367588933,0.324110672,0.415019763,1.89,-0.273,0.553331,1
Q9T0D3,0.451252579,0.24137931,0.25198939,0.310344828,3.88,0.039,1.51853,1
A0A3Q7FYE4,0.395132275,0.333333333,0.177777778,0.149206349,-0.89,-0.311,0.374409,1
A0A2K1KPQ4,0.509873188,0.168478261,0,0.035326087,0.07,-0.211,0.567706,1
Q0D646,0.443394576,0.275590551,0,0.017322835,0.31,-0.32,0.677807,1
A0A3B6B4D1,0.493021863,0.177897574,0,0.071428571,5.01,-0.118,0.637492,1
A0A2K1KH51,0.41048011,0.269135802,0.091358025,0.177777778,3.85,-0.009,1.33809,1
A0A2K3CQV9,0.514142525,0.177117712,0.01210121,0.071507151,0.35,-0.157,0.832259,1
Q9C6D6,0.461111111,0.291666667,0,0,0.63,-0.486,-0.290771,1
A0A3B6ISA9,0.356231003,0.267477204,0.367781155,0.066869301,6.71,0.248,1.60512,1
A0A8D9MBI5,0.446130952,0.292410714,0,0.15625,0.44,-0.321,0.631235,1
A0A2K3DCM1,0.524581985,0.162621359,0.053398058,0.083737864,2.33,-0.08,0.661619,1
A0A3Q7J0B4,0.460820324,0.187327824,0,0.037190083,1.94,-0.046,1.12107,1
A0A3P6C250,0.465380117,0.275438596,0,0.021052632,0.1,-0.42,0.59613,1
A0A3Q7GEB7,0.490293267,0.182156134,0,0,-0.32,-0.221,0.660378,1
Q8RZW7,0.466021208,0.209543568,0,0.043568465,1.24,-0.299,1.13902,1
Q9FG24,0.481950113,0.185034014,0,0.096598639,-0.06,-0.057,0.460872,1
A0A3P5YS11,0.392512077,0.239130435,0.264492754,0.199275362,2.76,0.111,0.186649,1
A0A3B6MN44,0.428161616,0.301818182,0.203636364,0.170909091,0.55,-0.24,0.206431,1
A0A3P5ZJE9,0.453709856,0.242524917,0,0.093023256,2.58,-0.183,0.734688,1
A0A2K3DID0,0.454157843,0.105463787,0.185514612,0.575603558,6.2,0.117,-0.374098,1
A0A0N7KGC5,0.484081633,0.232653061,0.016326531,0,-0.9,-0.356,0.423448,1
A0A804NXK1,0.37985581,0.368320611,0.727099237,0.227099237,2.45,-0.201,1.51498,1
Q9LFE2,0.475773719,0.26369863,0.061643836,0.078767123,-0.24,-0.423,0.806923,1
A0A3Q7I9K2,0.462710027,0.202439024,0,0,0.49,-0.034,0.548937,1
A0A3P5Z755,0.419556872,0.227048371,0.071076012,0.133267522,0.58,0.578,0.641363,1
A0A804M3Q9,0.484098172,0.214185982,0.018989109,0.059480592,3.81,0.015,1.16705,1
A9S436,0.427031509,0.294776119,0,0,-0.98,-0.373,-0.058922,1
A0A0P0VFA0,0.46408179,0.145833333,0.34375,0.475694444,3.61,0.133,-0.0945007,1
Q10SX2,0.406301106,0.385281385,0.445887446,0.121212121,-1.98,-0.394,-0.174904,1
A0A397ZEA9,0.366030677,0.451178451,0.353535354,0.175084175,1.03,-0.382,0.817378,1
A0A096TV58,0.439061257,0.274463007,0.190930788,0.064439141,1.17,-0.294,1.12486,1
A0A2K3D2L9,0.459587436,0.219409283,0.379746835,0.194092827,4.68,-0.081,0.67521,1
A0A3B6HZ34,0.440192044,0.291666667,0.097222222,0.024691358,-0.04,-0.336,0.734671,1
A0A2K3DVI7,0.484161441,0.156295224,0.013024602,0.356005789,2.51,0.179,0.356129,1
A0A2K1J1S8,0.522632424,0.194221509,0,0.133226324,0.33,-0.292,0.897699,1
Q6YXP5,0.444333541,0.261384903,0,0.143480973,0.37,-0.158,1.29718,1
Q84WD3,0.412300551,0.360313316,0.174934726,0.107049608,1.42,-0.264,1.00896,1
B9G8K7,0.416597222,0.30625,0.8125,0.28125,2.48,-0.313,0.385207,1
A0A3B6MJ04,0.442072775,0.19005848,0,0.169590643,2.13,-0.077,0.861892,1
A0A3B6HXM0,0.484907407,0.208333333,0,0,2.96,-0.262,0.677938,1
A0A3Q7I5E1,0.43924685,0.164948454,0.087628866,0.106958763,4.06,0.22,1.00135,1
Q8L4N7,0.448729121,0.291938998,0.058823529,0.108932462,-0.31,-0.364,0.600769,1
A0A2K3D268,0.456098406,0.192307692,0.023908524,0.450623701,4.85,0.311,1.47132,1
Q9SAI7,0.45129199,0.236434109,0.096899225,0.089147287,1.82,-0.117,0.733462,1
A0A3Q7IIG6,0.484590875,0.199511897,0,0.029896278,0.95,-0.103,1.09426,1
Q8RU51,0.466175907,0.19047619,0,0.032436163,1.16,-0.081,1.42631,1
O22567,0.488395062,0.2,0,0.034722222,0.89,-0.178,0.942622,1
A0A2K3DP18,0.43028413,0.293139293,0.172557173,0.234927235,2.76,-0.219,1.58036,1
A0A2K3CT67,0.449707309,0.129453086,0.233316608,0.712995484,6.01,0.551,1.94082,1
Q0J9M3,0.525381264,0.183823529,0,0.06127451,0.24,-0.349,0.5261,1
B6SM99,0.453692202,0.341614907,0.360248447,0.155279503,-0.33,-0.557,-0.752836,1
Q1PE06,0.402777778,0.366666667,0.772222222,0,0.2,-0.54,-0.40017,1
Q655W1,0.419065657,0.378787879,0.253787879,0.321969697,3.37,-0.445,0.335073,1
A0A804NUY4,0.453922245,0.200828157,0.082815735,0.02484472,0.92,-0.206,0.44292,1
A0A2K3DX88,0.326367017,0.37007874,0.945866142,0.718503937,3.63,0.065,1.92366,1
A0A3P5YA85,0.425412015,0.320574163,0.155502392,0.19138756,0.61,-0.248,1.36599,1
Q9LTD6,0.370090439,0.191860465,0.970930233,0.406976744,5.1,0.152,1.38734,1
Q10N04,0.4861678,0.299319728,0.210884354,0.136054422,0.59,-0.655,-0.268555,1
A0A3P6AYJ5,0.397232015,0.337250294,0.095182139,0.103407756,0.97,-0.225,0.881004,1
A0A0P0VU93,0.371363636,0.327272727,1,0.436363636,4.7,-0.251,0.950397,1
A0A3Q7HYY7,0.473284639,0.201195219,0,0.115537849,1.08,-0.149,1.38838,1
A0A2K1JZ20,0.462117877,0.23110785,0.157740279,0.114453412,2.21,-0.13,0.779528,1
Q657Z6,0.374608096,0.39379845,0.449612403,0.043410853,0.34,-0.278,1.56105,1
A0A2K1J8U6,0.4307378,0.25532804,0.168825742,0.043877977,2.29,0.087,1.11557,1
Q93VL5,0.456359845,0.304289544,0,0.017426273,0.14,-0.353,0.452068,1
A0A804U7C2,0.409425322,0.256793478,0.139492754,0.175271739,5.82,0.334,1.59478,1
A0A1P8BAU5,0.454758556,0.242616034,0,0.02742616,1.06,-0.219,1.10869,1
A0A3Q7FX05,0.437512438,0.208955224,0.292537313,0.041791045,1.1,-0.076,0.449029,1
A0A2K3D5L6,0.459588578,0.21680877,0,0.386114495,4.95,0.111,1.77428,1
A0A3P5Z2F7,0.399741602,0.293604651,0.127906977,0.072674419,0.84,0.106,0.470837,1
P02876,0.488002087,0.107981221,0,0.164319249,8.03,-0.105,1.41354,1
A0A3B6B6N5,0.424887321,0.21340388,0.15696649,0.188712522,1.19,0.2,0.213047,1
A0A3B6LQ36,0.394461331,0.367781155,0.243161094,0.118541033,-0.22,-0.308,1.10887,1
A0A3Q7IKX3,0.465404288,0.235063663,0,0.010773751,1.75,0.015,1.06192,1
A0A2K3D862,0.466520205,0.142001198,0.324745357,0.722588376,7.49,0.302,2.02279,1
Q9FHX2,0.504962244,0.174757282,0,0.031553398,1,-0.257,0.308103,1
A0A1D6DXM8,0.464194864,0.146868251,0,0.246220302,1.43,0.13,0.183986,1
Q6YZE2,0.502859135,0.205020921,0.066945607,0.092050209,1.52,-0.195,1.24029,1
A0A2K1JS23,0.332968179,0.276995305,0.366197183,0.356807512,3.26,0.048,0.194196,1
A0A3Q7JTA5,0.4521513,0.295744681,0.046808511,0,-0.2,-0.417,0.516952,1
A0A8D9HLL3,0.46536161,0.236541599,0.066884176,0.081566069,0.35,-0.058,0.804228,1
A0A3Q7ESH0,0.455287818,0.246987952,0,0,-1.3,-0.377,0.498673,1
A0A3Q7EV08,0.447330447,0.230519481,0,0,-0.78,-0.294,0.641494,1
A0A3B6SMM3,0.42202729,0.306501548,0.277605779,0.356037152,12.96,-0.146,2.76809,1
A8HX11,0.483266932,0.187250996,0,0.075697211,1.01,-0.167,0.576185,1
A0A2K1JHF1,0.469288997,0.208029197,0,0.060827251,1.22,-0.129,1.16261,1
B4FE15,0.440430739,0.330396476,0.035242291,0.052863436,0.29,-0.45,0.53479,1
A0A3B6U5T7,0.424065171,0.211538462,0,0.028846154,1.48,-0.07,0.815466,1
Q9M3C3,0.42987013,0.344155844,0.207792208,0.220779221,-0.56,-0.546,-0.21522,1
A0A1D6PJY0,0.447109033,0.237808951,0.012024048,0.036740147,1.31,-0.207,0.915635,1
A0A2K1JDG8,0.503898635,0.16374269,0,0.102339181,0.98,-0.2,0.570565,1
Q0D411,0.482720058,0.155844156,0,0.103896104,0.35,-0.102,0.745567,1
A0A3Q7ICL6,0.451706441,0.295612009,0.080831409,0.027713626,0.12,-0.401,0.75594,1
A0A3B5YSD6,0.45521542,0.193877551,0,0.147959184,-0.01,-0.212,0.747495,1
A0A2K1IM31,0.446349206,0.248120301,0.169924812,0.076691729,0.17,-0.089,0.837797,1
A0A2K1JVE3,0.439035271,0.321204517,0.001254705,0.105395232,0.68,-0.308,0.685779,1
A0A3B6EMH8,0.412896109,0.119133574,0.575812274,0.424187726,2.91,0.975,-0.365228,1
A0A2K1KWC7,0.388162393,0.353846154,0.169230769,0.115384615,-1.34,-0.415,0.943716,1
A0A3B6TBR5,0.415953566,0.307462687,0.23880597,0.337313433,0.73,-0.291,1.4729,1
Q2QPV5,0.466714456,0.270967742,0,0.075268817,0.21,-0.339,0.584597,1
A0A2K1KCD1,0.55099399,0.131761442,0,0.040221914,1.88,-0.178,0.702605,1
A9SWH3,0.511077236,0.225609756,0,0,-0.5,-0.359,1.30114,1
Q0DV28,0.446502058,0.26984127,0.050793651,0.045502646,3.07,-0.114,0.924669,1
Q0J9L6,0.426984127,0.285714286,1,0.297142857,-0.61,-0.15,-0.126028,1
A0A3Q7EIE0,0.459300766,0.260344828,0,0.055172414,1.34,-0.042,1.16462,1
Q9FF91,0.442365516,0.308668076,0.169133192,0.084566596,0.43,-0.313,0.535035,1
A0A2K1IUE0,0.466111111,0.25,0.464285714,0.185714286,-0.03,-0.361,1.29075,1
A0A3Q7FMZ5,0.437764648,0.231905465,0,0.035450517,2.85,-0.132,1.06035,1
C0P8A7,0.43870493,0.311258278,0.278145695,0.291390728,-0.26,-0.684,-0.535852,1
A0A0P0VWS7,0.391111111,0.275,0.245,0.2,-0.81,-0.18,0.944027,1
A0A3P5Y8M3,0.380574198,0.184563758,0.003355705,0.32885906,2.53,0.095,1.07808,1
A0A3Q7H591,0.453727934,0.201869159,0,0.039252336,1.1,-0.015,0.530413,1
A0A804UAN1,0.449841965,0.163019694,0.010940919,0.111597374,2.01,0.332,0.339614,1
A0A3P5YGE1,0.448615091,0.243553009,0,0,1.5,-0.207,0.819044,1
Q0DZU3,0.437278321,0.345276873,0.149837134,0,-1.61,-0.499,-0.372073,1
A0A3B6QES2,0.40578096,0.23627685,0.656324582,0.164677804,5.9,0.149,1.6192,1
A0A3Q7GHT7,0.467610468,0.092664093,0,0.324324324,2.24,0.072,-0.628507,1
A0A3Q7IKX5,0.424134367,0.262790698,0.018604651,0.038372093,1.64,-0.009,1.0212,1
A0A2K3DTK5,0.444103729,0.182282794,1,0.526405451,7.79,0.104,2.11811,1
Q8S160,0.477697985,0.201077199,0,0.019748654,2,-0.229,0.910081,1
A0A3Q7GEE9,0.449226442,0.297468354,0,0.029113924,0.48,-0.362,0.594497,1
A0A8D9GPA0,0.405786297,0.178913738,0.153354633,0.038338658,2.47,0.101,0.404531,1
A0A3P6DHT3,0.425965447,0.326219512,0,0.096036585,0.1,-0.295,0.549541,1
A0A1P8BB41,0.421291124,0.357541899,0,0.072625698,-0.56,-0.486,-0.123578,1
A0A3B6C2E8,0.386969871,0.29015544,0.134715026,0.15716753,2.85,-0.084,1.84852,1
A0A804PFC0,0.46611324,0.210727969,0.137931034,0.157088123,2.74,-0.151,1.43736,1
A0A2K1L6M6,0.471666667,0.160869565,0,0.041304348,2.26,-0.144,0.946542,1
O49550,0.407228916,0.184738956,0,0.128514056,3.03,0.173,1.29687,1
A0A3B6ENH6,0.474368687,0.227272727,0,0,-0.07,-0.315,0.491452,1
A0A3P6BH65,0.426116838,0.27720504,0.156930126,0.114547537,1.22,-0.077,1.03283,1
A0A1D6GYL1,0.423268398,0.175324675,0,0.090909091,2.72,0.065,0.694829,1
A0A8D9D425,0.465679012,0.235555556,0,0,-0.79,-0.365,0.600737,1
A8IKQ0,0.483105756,0.204819277,0,0.098795181,0,-0.155,0.871758,1
A0A1P8B919,0.433139132,0.278401998,0,0.029962547,1.35,-0.069,1.18326,1
A0A3P5XYT2,0.443918475,0.234714004,0,0.01183432,2.18,0.038,0.78255,1
A0A8D9GTN0,0.419974795,0.209829868,0.15879017,0.221172023,3.04,0.331,0.405642,1
Q6X7K1,0.41508547,0.2,0,0.030769231,2.36,-0.056,0.767587,1
A0A3Q7FWE1,0.481204258,0.209580838,0,0.091317365,0.18,-0.116,0.799458,1
Q8RUT8,0.510447761,0.131614654,0,0.261872456,13.01,0.637,2.31864,1
A0A2K3CSP8,0.425040128,0.200642055,0.155698234,0.282504013,3.04,-0.015,0.744489,1
A0A398A4I3,0.452059052,0.258741259,0,0,0.31,-0.191,0.824925,1
A0A3B6KHW4,0.508654383,0.175879397,0,0.140703518,2.06,-0.252,0.649972,1
A0A3P6D8P3,0.434813892,0.216687422,0.03362391,0.104607721,2.3,-0.055,0.990256,1
M4CC00,0.422443866,0.199479618,0.485689506,0.299219428,3.16,0.038,0.159369,1
A0A2K3DFR2,0.452849996,0.068484464,0.225745086,0.788205453,9,0.699,1.50368,1
O22446,0.442559326,0.265469062,0.155688623,0.021956088,1.33,-0.191,1.33132,1
B7F8B9,0.458977965,0.261603376,0,0.084388186,0.71,-0.309,1.08124,1
A0A3P5XY68,0.396755283,0.326380368,0,0.090797546,1.08,-0.132,1.49091,1
A0A3P5YMQ0,0.392857143,0.335164835,0.379120879,0.098901099,-0.5,-0.366,0.75674,1
A0A3P5Y8M4,0.470031746,0.228571429,0.045714286,0,0.53,-0.228,1.23008,1
A0A2K3DLP9,0.403158197,0.372093023,0.427648579,0.390180879,1.43,-0.34,1.24011,1
A0A2K3DU69,0.438910872,0.153193895,0.244771057,0.508762012,11.81,0.619,4.14586,1
A0A397YMZ8,0.375067751,0.365853659,0.5,0.085365854,1.81,-0.406,0.302075,1
Q08A69,0.423543689,0.303398058,0.111650485,0.053398058,0.16,-0.373,0.87661,1
A0A7I4BJF5,0.478442822,0.220437956,0,0.045255474,0.88,-0.321,1.11106,1
C0PM63,0.471502058,0.225308642,0,0,2.57,-0.072,0.417633,1
A0A8D9DBQ0,0.410180879,0.342325581,0.249302326,0.102325581,0.45,-0.358,0.737938,1
A8J9J7,0.464605087,0.259036145,0.184337349,0.262650602,1.04,-0.16,1.61063,1
A0A3Q7INV1,0.492239859,0.172839506,0,0.040564374,0.86,-0.088,0.61717,1
F4HPB7,0.414700855,0.312820513,0.307692308,0,0.41,-0.328,0.28592,1
F4IDQ6,0.43712634,0.274111675,0.13071066,0.022208122,1.33,-0.17,1.27123,1
K4BC63,0.474031454,0.191024166,0.047180667,0.128883774,0.7,-0.003,0.813751,1
A0A2K3CW59,0.455728566,0.157439446,0.178200692,0.35467128,6.35,0.059,-0.106279,1
A0A2K3DA63,0.50459482,0.191729323,0,0.135338346,0.3,-0.324,0.780312,1
A0A3Q7H243,0.479738562,0.215686275,0,0,-0.09,-0.288,0.659397,1
A0A804UJE6,0.473424837,0.195294118,0,0.109411765,2.66,-0.025,0.575776,1
A0A2K1LA32,0.473045267,0.240740741,0,0,-0.25,-0.348,0.799637,1
A0A2K3CTH6,0.467813346,0.204968944,0.047300526,0.278069756,3.94,0.524,1.22506,1
A0A0P0V238,0.504444444,0.188059701,0,0.059701493,0.53,-0.222,0.60977,1
A0A8D9HA17,0.408118002,0.304263566,0.191860465,0.184108527,1.63,-0.063,0.735929,1
A0A0N7KHT2,0.442169729,0.196850394,0.015748031,0.322834646,5.56,0.05,0.584532,1
Q9SVH7,0.446124764,0.311909263,0.083175803,0.073724008,1.48,-0.311,0.47626,1
A0A3Q7IKJ3,0.413985627,0.206467662,0,0.087064677,1.85,0.109,0.68395,1
A0A3P5YPX8,0.38397836,0.284644195,0.805243446,0.269662921,2.7,-0.154,2.18199,1
A0A2K1L9I6,0.426414141,0.309090909,0,0,-0.71,-0.272,0.419609,1
A0A3Q7FDQ3,0.391627321,0.1898017,0,0.172804533,3.6,0.207,0.953583,1
A0A2K3DBM5,0.477867868,0.259459459,0.094594595,0.1,-0.63,-0.252,0.392133,1
A0A3Q7JXX8,0.465209472,0.242622951,0,0,0.51,-0.202,0.616125,1
A0A0P0X5E1,0.448189763,0.325842697,0.093632959,0.419475655,-0.22,-0.469,0.933245,1
A0A2K1KPW5,0.489968652,0.191222571,0,0,0.48,-0.27,0.564635,1
A0A8D9HAE4,0.456982496,0.219178082,0,0.047945205,0.98,-0.137,0.635678,1
A0A3Q7IM39,0.392679739,0.394117647,1,0.070588235,0.3,-0.462,-0.00086578,1
Q850T7,0.415303682,0.25107604,0.093256815,0.18507891,4.48,0.133,0.878652,1
A0A3Q7IKN3,0.483832709,0.22659176,0,0.009363296,0.87,-0.069,0.978135,1
A0A2K3DT11,0.478321678,0.150618612,0,0.147928994,5.03,0.488,1.38492,1
A0A2K1ICD2,0.403322949,0.231775701,0,0.01682243,2,0.009,1.14293,1
Q9LV09,0.418421053,0.358552632,0.157894737,0.246710526,0.67,-0.439,0.277131,1
A0A3B6IRE0,0.447556391,0.29887218,0.161654135,0.210526316,-0.41,-0.328,0.152606,1
Q9M384,0.455912881,0.180704441,0.088820827,0.145482389,2.6,0.252,0.25186,1
A0A2K3D1W3,0.431041667,0.3296875,0.03046875,0.14453125,0.28,-0.139,1.06383,1
Q0D6J4,0.425994513,0.327160494,0.604938272,0.12345679,-0.97,-0.545,-0.813621,1
A0A804P2V2,0.290379051,0.44921875,0.96875,0.33984375,5.28,-0.043,2.61163,1
A0A3Q7F9D3,0.453195164,0.292746114,0,0.064766839,-0.79,-0.336,0.406214,1
A0A3P5YPK5,0.419874804,0.218309859,0,0,-0.16,-0.252,0.618559,1
B4FEZ4,0.3675,0.24375,0.309375,0.040625,2.61,0.037,1.33412,1
Q9SK85,0.443287037,0.145833333,0.04375,0.170833333,2.4,0.008,-0.588322,1
A0A3Q7F1A4,0.41012949,0.163533835,0,0.635338346,8.9,0.506,3.87061,1
A0A7I4ACZ5,0.447051232,0.217189315,0,0.109175377,1.98,-0.177,1.25656,1
A0A1D6KZE5,0.473830409,0.184210526,0,0,1.69,-0.292,0.399141,1
A0A1D6KKY0,0.50993204,0.189388357,0,0.034635225,0.31,-0.181,0.527439,1
Q494P4,0.40693758,0.210873147,0.55354201,0.321252059,3.18,-0.003,0.446318,1
A0A8D9DL59,0.366465561,0.375565611,0.552036199,0.407239819,-0.03,-0.387,0.494279,1
A0A3Q7HEN1,0.445392087,0.268656716,0.043710021,0.052238806,1.18,0.026,0.637263,1
A0A7I4DZ43,0.482485157,0.148854962,0.213740458,0.125954198,3.9,0.238,-0.572542,1
A0A8D9GUY9,0.459907166,0.292428198,0,0.052219321,-0.49,-0.427,0.542337,1
